SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,
13/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/03/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,16.3,(vco),,,,,,,19,(vco),,,,,
31/03/1992 09:00,,,17,(vco),,,,,,,13.7,(vco),,,,,,,22.3,(vco),,,,,,,0,(vco),,,,,
01/04/1992 09:00,,,3.5,(vco),,,,,,,1.3,(vco),,,,,,,37.8,(vco),,,,,,,4.2,(vco),,,,,
02/04/1992 09:00,,,6.5,(vco),,,,,,,6,(vco),,,,,,,60.2,(vco),,,,,,,9.2,(vco),,,,,
03/04/1992 09:00,,,23,(vco),,,,,,,24.5,(vco),,,,,,,34.6,(vco),,,,,,,10,(vco),,,,,
04/04/1992 09:00,,,5.6,(vco),,,,,,,12,(vco),,,,,,,34,(vco),,,,,,,20.3,(vco),,,,,
05/04/1992 09:00,,,3.3,(vco),,,,,,,0,(vco),,,,,,,2.4,(vco),,,,,,,2.2,(vco),,,,,
06/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/04/1992 09:00,,,6.5,(vco),,,,,,,8,(vco),,,,,,,6.7,(vco),,,,,,,6.6,(vco),,,,,
08/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/04/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/05/1992 09:00,,,3.1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/05/1992 09:00,,,3.4,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/05/1992 09:00,,,0.3,(vco),,,,,,,1.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2,(vco),,,,,
19/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/05/1992 09:00,,,0.4,(vco),,,,,,,8.5,(vco),,,,,,,22.4,(vco),,,,,,,1.5,(vco),,,,,
24/05/1992 09:00,,,6.4,(vco),,,,,,,1.5,(vco),,,,,,,4.6,(vco),,,,,,,7.5,(vco),,,,,
25/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,3,(vco),,,,,,,1,(vco),,,,,
26/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,2.4,(vco),,,,,,,0,(vco),,,,,
27/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,7.8,(vco),,,,,,,0,(vco),,,,,
28/05/1992 09:00,,,2.3,(vco),,,,,,,4,(vco),,,,,,,14.6,(vco),,,,,,,24,(vco),,,,,
29/05/1992 09:00,,,9.5,(vco),,,,,,,21,(vco),,,,,,,29.8,(vco),,,,,,,11,(vco),,,,,
30/05/1992 09:00,,,4.1,(vco),,,,,,,0,(vco),,,,,,,2,(vco),,,,,,,0,(vco),,,,,
31/05/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/06/1992 09:00,,,0.1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2.5,(vco),,,,,
06/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/06/1992 09:00,,,0,(vco),,,,,,,0.5,(vco),,,,,,,4.2,(vco),,,,,,,2,(vco),,,,,
09/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,14.6,(vco),,,,,,,0.5,(vco),,,,,
10/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/06/1992 09:00,,,2.3,(vco),,,,,,,0,(vco),,,,,,,14.2,(vco),,,,,,,4,(vco),,,,,
13/06/1992 09:00,,,7,(vco),,,,,,,0,(vco),,,,,,,15.4,(vco),,,,,,,5,(vco),,,,,
14/06/1992 09:00,,,17.7,(vco),,,,,,,0,(vco),,,,,,,3.1,(vco),,,,,,,0,(vco),,,,,
15/06/1992 09:00,,,10.6,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/06/1992 09:00,,,5.9,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.5,(vco),,,,,
17/06/1992 09:00,,,0.1,(vco),,,,,,,0,(vco),,,,,,,10,(vco),,,,,,,7,(vco),,,,,
18/06/1992 09:00,,,0,(vco),,,,,,,12.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/06/1992 09:00,,,1.5,(vco),,,,,,,0,(vco),,,,,,,1.3,(vco),,,,,,,0,(vco),,,,,
23/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/06/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1,(vco),,,,,
01/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/07/1992 09:00,,,2.5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
31/07/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,5.6,(vco),,,,,,,0,(vco),,,,,
01/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/08/1992 09:00,,,7,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,6.6,(vco),,,,,
07/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,6,(vco),,,,,
08/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2.3,(vco),,,,,
09/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.7,(vco),,,,,
20/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.2,(vco),,,,,
21/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,2,(vco),,,,,,,20.4,(vco),,,,,
29/08/1992 09:00,,,4,(vco),,,,,,,0,(vco),,,,,,,6,(vco),,,,,,,14.2,(vco),,,,,
30/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,7.8,(vco),,,,,,,0,(vco),,,,,
31/08/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,13.2,(vco),,,,,,,9.4,(vco),,,,,
01/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,12,(vco),,,,,,,0,(vco),,,,,
02/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,13.4,(vco),,,,,,,0,(vco),,,,,
03/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,3.2,(vco),,,,,,,0,(vco),,,,,
04/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.3,(vco),,,,,
23/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/09/1992 09:00,,,35,(vco),,,,,,,21,(vco),,,,,,,0,(vco),,,,,,,7.4,(vco),,,,,
27/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,5.2,(vco),,,,,
28/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/09/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2.3,(vco),,,,,
30/09/1992 09:00,,,0,(vco),,,,,,,2.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/10/1992 09:00,,,2.5,(vco),,,,,,,40,(vco),,,,,,,3.4,(vco),,,,,,,0,(vco),,,,,
10/10/1992 09:00,,,0.8,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,4.4,(vco),,,,,
12/10/1992 09:00,,,0.9,(vco),,,,,,,9.2,(vco),,,,,,,0,(vco),,,,,,,36.5,(vco),,,,,
13/10/1992 09:00,,,0,(vco),,,,,,,4,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,6,(vco),,,,,,,0,(vco),,,,,
15/10/1992 09:00,,,1.3,(vco),,,,,,,0,(vco),,,,,,,20.1,(vco),,,,,,,0,(vco),,,,,
16/10/1992 09:00,,,1.8,(vco),,,,,,,27.3,(vco),,,,,,,46.2,(vco),,,,,,,33.6,(vco),,,,,
17/10/1992 09:00,,,0.1,(vco),,,,,,,13,(vco),,,,,,,0,(vco),,,,,,,6,(vco),,,,,
18/10/1992 09:00,,,0.7,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/10/1992 09:00,,,7.8,(vco),,,,,,,9,(vco),,,,,,,14.7,(vco),,,,,,,0,(vco),,,,,
20/10/1992 09:00,,,0,(vco),,,,,,,2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/10/1992 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/10/1992 09:00,,,0,(vco),,,,,,,1.3,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
